u.name,u.funny,u.fans
Phoebe,411,24
Butterfly,2932,91
Beth,5,0
Robert,14,9
Kim,145,13
Armando,1,2
Christy,47,1
Cindy,5,0
Honey,26,0
Allanah,20,0
Andrea,5,0
Sharleen,2,0
Jenna,8,0
Justin,37,4
Jody,1,1
Saira,20,2
Lena,90,12
Nicho,810,26
Lusina,7,0
Dan,48,2
Mario,89,9
Eric,0,0
Jasen,31,3
Jefferson,35,0
A,2,4
Tommy,18,4
Juan,0,0
Margaret,669,92
Winnie,124,39
Maximus Decimus Meridius,39,0
Beth,5,1
Eric,229,38
Joey,29,5
Pam,20,3
Arthur,18,1
Zak,23,0
Tutu,14,0
Dee,130,12
Sara,22,2
Anthony,39,3
Eunji,247,54
Brittany,1,1
Rachel,103,15
Cynthia,66,9
Jon,10,1
Ali,396,9
Neuy,202,11
Bianca,10,0
Larissalyn,0,1
Douglas,5,0
Donald,66,10
1,3,0
Arick,256,13
Helen,32,8
Eric,694,128
Ali,2,0
Tina,87,25
Rebeca,9,0
Johnny,714,40
Jason,63,0
Alicia,19,3
Mel,123,10
Jennifer,73,16
Aimee,7,0
Janelle,898,46
Richard,1039,18
Melinda,0,0
Carlo,24,7
Tracie,11,0
Dana,6,0
Stefanie,2,0
Norma,5,8
Christine,111,15
Lisa,1,0
Anita,1,0
Spooky,153,6
David,265,28
Leslie,1,0
Claire,16,1
Loc,98,9
Olin,243,21
Nicole,3,1
chris,116,8
Yi-Bing,44,3
Dennis,462,62
Teddy,24,0
Faiza,142,22
Danielle,799,80
Joe,26,2
Areil,0,0
Danielle,48,10
Meisje,0,0
Daryl,15,2
Jesse,642,21
Eric,6,1
Laura,619,45
Jon,437,4
Johanna,10,0
Sandi,11,0
Marshall,4,2
Sarah,165,18
Catherine,0,0
Mark,1,0
Lynn,1,0
Elizabeth,3,0
Jaime,36,4
Sheri,2,1
Robb,47,9
David,3,1
Frederick,0,0
Melissa,68,21
Dale,13,1
Yvonne,80,34
Roshan,1,0
DANIEL,2,0
Karen,2,0
Taylor,2,0
Santo,6,3
Katie,7,1
Amanda,6,0
Ira,0,0
Chrytynn,0,1
Mike,11,0
Tim,7,1
Matthew,2,0
Sherrie,14,4
MJ,3,0
Carmen,18,4
Lovely,8,3
Sam,2,0
Tim,10,0
Morgan,0,0
Silvio,7,0
Heather,6,0
Kelly,287,29
Alora,6,1
Denise,7,1
Ronisha,5,0
Tony,3,2
Valerie Marie,0,0
James,6,0
Doug,10,0
Jenn,2,0
Daniel,6,3
Lydia,0,0
Jennifer,4,0
RT,4,0
Dan,6,0
Kevin,1,0
Todd,0,0
Travis,1,0
Will,272,20
Steven,26,3
Kimberly,8,0
Michael,5,0
Terra,6,1
Richard,8,0
Nicole,0,0
Jack,5,0
Benjamin,1,0
Agile,0,1
Don,106,5
Theresa,103,11
Guillaume,2,1
Ben,20,6
Pete,0,0
Sarah,2102,319
Jean-Michel,50,5
Rebecca,320,11
Sheri,10,3
Alex,2,1
Stephen,90,6
Jason,323,29
Mandee,0,0
Paula,2,0
Robert,0,1
Lee,0,0
Sabrina,819,48
Philippe,13,3
Bruno,28,8
Lauren,18,5
Shannon,1,0
LaVerne,14,0
Deborah,11,1
DianondsRock,0,0
Megan,21,3
Em,17,0
Mike,14,1
Matt,6,0
Beth,1,0
Danielle,2,0
J,1,1
Kai,2,0
M,0,0
Mia,0,0
Aaron,13,0
Shelly,2,0
Helen,1,0
Heather,7,2
Tim,183,23
Stella,138,17
Adam,14,1
M,4,1
Felipe,1,0
James,8,2
Malcolm,8,3
Rev. Dr. Christopher J.,271,15
Hannah,2,0
Marion,1,0
Mélissa,0,0
Raye,1,1
Moragh,9,2
Zee,36,4
Matthew,0,0
Kristen,0,1
David,2,1
Wayne,12,0
Sam,0,0
J.,1,1
Renata,4,0
Trevor,2,0
Mark,1,0
Bre,3,3
K.,18,0
Patricia,6,0
Jason,1,0
Megan,14,0
Michael,2,0
Kiran,17,0
Ankit,1,0
M,1,0
Anil,4,0
Sandip,1,0
Janice,5,0
Roro,1,0
Devas,0,0
Patti,9,0
Rheyland,6,0
Robert,9,0
Jacky,0,0
Chiquita,6,1
Brittany,0,0
Pam,2,0
Adam,1,1
Scott,0,0
Grant,5,0
Samantha,4,0
janine,3,0
Marice,3,0
Emily,0,0
Owen,35,14
Andrei,2,0
S,1,0
Anya,11,0
Amanda,5,0
Kyle,27,1
Marc,6,0
J.,1,0
Jenny,0,0
Amanda,0,0
Blair,1,1
Jillian,9,0
Ken,7,0
Jen,7,2
Popo,2,1
Hailey,1,0
Amy,1,1
Scott,1,0
John,0,0
adriane,9,2
Kristopher,3,3
Rachel,3,0
Micah,1,0
Crystal,4,0
Terry,1,0
Trish,4,1
Jeni,1,1
Cleo,4,0
Jennifer,0,0
Jackie,0,1
Daniel,1,1
Dee,9,0
Vernon,0,0
Stephen,3,0
Mark,1,0
Anita,0,0
Amy,11,2
Phillip,2,0
Elnora,43,3
Callum,5,0
Owen W,5,0
Joe,17,4
Susie,4,0
Devin,13,0
Tesia,3,1
Laura,1,0
Jim,1,0
Cliff,5,0
Scott,24,2
Rob,20,0
Bill,2,3
Baxter,7,0
Sylvia,1,0
Three,28,1
David,1,0
Rick,7,0
Greg,200,21
Tanishia,7,1
Joe,2,0
James,0,0
Bobbi,3,0
D,3,0
Lisa,3,0
John,7,0
Hayden,1,0
Mai,10,0
Ray,720,65
Leah,3,4
Ayanna,10,0
Edward,2,2
Christina,0,0
Bill,21,0
Jason,0,2
Holly,0,0
Jenni,0,1
Joseph,0,0
Jeff,0,0
Mike,109,6
TJ,10,1
Graciela,1,0
Jessica,5,1
Sergio,2,0
Suz,0,0
Chelsie,2,1
Heather,3,1
Edward,1,0
Alabama,12,0
Joseph,4,0
Sharon,0,0
Casey,11,8
Crystal,0,0
Daniel,9,0
Brandon,5,0
Taylor,9,0
Alicia,1,0
Craig,23,3
Chelsea,1,0
Nicole,0,1
Will,1,0
Kelsie,1,0
Jerri,7,1
Leslie,0,0
Chris,7,0
Akkeber,4,0
Amy,2,0
Sarah,14,0
Nick,2,0
Erica,1,0
Ang,15,0
Ferris,4,2
MaryDenise,4,0
Irene,0,0
R,4,1
Marshall,0,1
Steve,13,0
Lee,82,6
Doug,3807,119
Brenda,3,0
Nora,3,0
Jake,1,1
Tamara,2,0
Joe,6,0
Miguel,0,0
Mike,2,1
Maggie,1,0
Bill,9,0
Rei,2,0
Brad,8,1
Ray,0,0
Krista,2,0
Ashley,0,0
Roger,6,1
Candi,0,0
Krystal,3,0
Alison,0,0
Ku Chu,1,0
Rich,1,0
Neil,5,0
Stuart,1,0
Sherri,3,1
Jerron,11,29
Keisha,1,3
Luis,11,0
Jason,1,0
James,1,0
Thomas,0,0
Michael,1,0
Christopher,0,0
Jennifer,4,1
Julie,5,1
Stephney,4,0
Tena,0,0
Elizabeth,17,1
Sally,6,0
Kathleen,1,0
Summer-Joy,16,3
Timothy,1,0
Felicia,1,0
Mimi,10,1
Amanda,7,0
Tatum,1,1
Shaunna,0,0
Randy,7,0
Tawni,2,0
June,14,2
Corina,0,0
Stephanie,4,0
Bill,154,30
Lisa,9,2
Rebecca,1,0
Stacie,171,22
Robert,238,23
Dan,154,20
Tim,41,8
Kay,5,0
Diamond,8,1
Tim,44,2
Lee,9,2
Rob,2,1
S,1,0
Jim,1,0
James,14,1
Michael,0,0
Brian,0,1
Tim,1,0
Gordon,1,0
Justin,1,0
Mike,2,0
Colleen,112,19
Jennifer,278,19
Denise,1,1
Dee,15,0
Al,12,1
Chuck,2,0
John,49,7
Ben,13,4
Roger,6,3
Uel,10,3
Hayley,6,0
Elizabeth,474,39
Sam,34,3
Pete,7,0
John,17,0
Ryan,7,1
Kangi,2,1
Chad,22,2
Gisselle,2,2
Maribell,4,3
Hungry,34,3
Grant,15,1
Milinh,2,1
Napualokelani,178,13
Sandra,342,39
Erin,2,4
Jey,1,0
Emily,10,1
Jason,10,3
Gayle,3,0
Ruel,2910,159
Greg,113,9
Jennifer,7,2
Michele,22,6
Randy,0,0
Maling,13,3
Holmes,13,0
Lisa,1,0
Joe,32,1
Nydia,1,0
Cheryl,72,11
Keith Anh-Vu,9,1
Arpa,4,1
Mandy,11,0
Tee,2,0
Randi,5,0
Kendall,17,2
Vee,3,1
Lucy,10614,300
J,86,4
Lena,7,2
Grace,5,1
Jerry,124,8
Kelly,40,5
Gillian Gail,1,0
Nobphavanh,6,1
Justin,7,4
Hina,0,0
Jenni,35,7
Judy,93,4
Pedro,11,3
Amy,1,0
Vinny,4,0
Scott,80,34
Trixie,4,1
Mingen,5,0
Wil,4,0
Jue,0,0
Michael,9,3
Gloria,2,0
Kay,4,0
Janice,62,12
Catherine,4,0
Michelle,6,1
Kaija,6,0
A,1,0
Nick,4,0
Briana,26,4
Szu,104,19
Vanessa,18,3
Stan,7,0
Mr,1,0
D.,942,52
Amy,41,9
Dave,0,0
Sofie,38,6
Diana,251,42
Joe,6495,144
Kenny,89,8
Marjie,88,12
Lyndz,4,0
Becky,478,19
Jack,31,1
Stephanie,10,4
Bo,33,5
Vanessa,3,1
Diana,50,7
Keala,2,0
Scan,11,0
James,19,1
Miguel,14,0
Danny,19,0
L,50,8
Sydney,1,0
Mo,1,0
Oliver,8,0
Mariana,297,74
Rob,1,0
Chris,9,1
Kimi,1,2
Sirron,3,0
Peter,1,0
Nerissa,1,0
Ulric,5,0
Dave,3,0
Sarah,6,0
L.,1,0
Kim Alexis,0,0
M,5,0
Om,4,0
John,1,0
Daniela,1,1
Lee,3,1
Pamela,0,0
I,16,2
Bernice,4,0
Andrew,0,0
Lynn,4,1
Jen,0,0
Susan,6,2
Jo,0,0
Sadao,0,0
Krysten,1,0
Lina,0,0
M,2,0
Neosoul,3,0
Zov,3,0
Bev,1,0
Pamela,0,0
Jennifer,5,1
Richard,0,0
Faris,8,1
Charlie,0,0
Lisa,4,0
Mary,0,0
K.,1,0
N,4,0
Andrea,5,0
Rhonda,4,0
Bill,1,1
Rudy,0,0
Elayne,0,0
Roger,16,0
Oreo,1,0
Jay,2,0
Celina,0,0
Christine,1,0
Jason,13,0
Joy,3,0
Sandy,0,1
Simon,1,0
Andreas,1,0
Fude,0,0
David,5,0
Heather,1,0
Jason,3,1
Matt,3,0
Melanie,0,2
Melissa,11,0
Kyle,7,0
Bee,10,4
Plank,28,2
Omid,0,0
Katherine,4,0
Mr,8,2
Micah,0,0
Richard,1,0
Bruce,10,2
Wendy,4,3
Randy,14,0
John,4,1
Lisa,2,0
Bethany,2,0
Vanessa,1,1
Michael,10,2
Jennifer,1,0
Daron,55,3
Ligia,0,1
Leah,0,0
Nancy,0,0
Michael,49,2
Derek,3,0
Judi,4,0
Kyle,1,0
Rene,6,0
Al,1,0
Jeff,21,2
Maia,5,1
Lyn,0,0
Arron,2,0
Susan,1,0
Kelly,4,0
Ilene,1,0
Todd,4,0
William,0,0
Kristi,4,0
Candace,0,0
Stacy,3,0
Penelope,1,1
Yayin,5,1
Lea,3,1
Michelle,3,0
Matt,52,5
Tony,1,0
Rick,0,0
ophelia,0,0
Bob,1,0
Crystal,4,1
Walter,2,0
Nick,6,0
Jason,1,0
Sherrie,1,0
P,8,1
Stephanie,4,1
Jc,1,0
Megan,0,0
Blake,4,0
Kristina,3,1
Nick,0,1
Stacey,6,1
Stephanie,5,1
Bryan,1,1
Daniel,0,0
Mike,14,0
Rich,2,0
Deanna,7,0
Deanna,1,0
Samantha,12,2
Cora,7,0
Kelyse,0,0
Brooke,4,2
Tiffany,1,1
Amy,1,1
Fork N Knife,0,0
Rachel,2,0
Krissy,5,1
Bryan,0,0
Jesse,4,1
Andrew,8,0
Rich,3,0
Pradeep,17,1
Kim,41,2
Holly,2,0
Paul,1012,55
Alexander,16,6
J,124,5
Jeffrey,37,12
William,279,27
Veenu,11,4
Chuck,56,3
Stefan,480,25
Jordan,34,0
Raul,15,0
Luca,2,0
Livia,4,2
Ardelle,2,1
Jesse,2,1
Adam,2,0
Allie,0,0
Jessica,24,0
Shelby,0,0
Lori,0,3
Glenn,0,0
Theresa,13,0
Abraham,3,0
John,10,1
Melissa,9,1
Patricia A,24,0
Shannon,31,3
Allen,3,0
Susan,0,0
Connie,5,0
Lacarl,17,0
Donna,0,0
Laura,2,0
Bill,10,0
Josie,0,0
Tom,2,0
Jenni,1,0
Amanda,17,2
Melinda,0,0
Sara,5,0
gene_,0,0
Jeremy,7,1
Beth,16,9
Phoebe,1,2
Celine,2,1
Emilie,0,1
Karla,1,0
Rouella,4,2
Patrice,0,1
Loubna,3,1
Alex,1,1
Ashley,0,0
C,4,0
Kndlz,0,0
Kevin,0,0
Susan,37,1
Courtney,18,2
Brent,3,0
Steph,0,0
Louis,0,0
Katherine,27,1
Jason,0,0
Jazmin,39,6
Corri,5,0
Mike,0,0
Acacia,4,1
Stephanie,2,1
Kate,1,0
Veronica,6,0
Peter,0,0
Nicole,1,0
Michael,4,1
Chante,1,1
She,17,2
Monica,2,0
Christine,58,4
K,8,0
Suzy,247,8
Ptra,14,0
Mark,9,2
Andrew,2,1
Maple,8,2
Christopher,3,0
Casie,16,2
Michele,394,32
April,2,0
Karl,31,3
Wahed,1327,83
Mick,58,12
Rachel,0,1
Jane,10005,1340
Rich,18,1
Farren,13,0
Ginelle,0,0
Paige,173,14
Nicholas,137,10
Em,58,3
Guy,76,3
Ling,7,0
Amalie,1,0
Mina,7,0
TJ,16,1
Geo,24,7
Hello,1,0
David,1,0
Bethany,2,0
Jamaica,6,0
Amanda,7,0
Courtney,0,0
Maggie,1,0
chris,22,2
Todd,1,0
Douglas,34,1
L,7,0
Yasmeen,2,1
Ian,7,1
Alistair,0,0
Shivani,3,2
Jessica,1,0
Samantha,4,1
Lisal,67,19
Matthew,0,1
Michael,3,0
Melinda,0,0
Franny,1,0
Tyler,3,1
Cristina,1,0
Christy,5,1
Joseph,3,0
Hala,1,0
Leah,1,0
Nicholas,0,0
Amy,0,0
J,13,1
Atessa,0,5
Ken,0,0
Nicole,1,0
Marigny,0,0
Yelp,1,1
Claude,4,1
Dexter,19,0
Bla,8,0
John,2,1
Chris,5,0
Daniel,21,2
Linda,4,0
Trish,1,0
Danielle,12,0
Chris,10,0
Sara,1,0
Brandon,84,6
Danie,2,0
Bonnie,21,0
Ryan,30,0
Keith,0,0
Billy-Bob,1,0
Teresa,12,3
Janet,47,6
Pamela,62,5
J,8,0
Cassandra,13,1
Anita,8,4
Kim,1,0
Sally,5,0
Jonathan,3,0
Gail,4,0
Kathryn,4,0
Dianne,0,0
Dennis,1,0
Rocquel,5,0
Carolene,17,0
Maria,29,0
Berenice,0,0
Rebecca,0,0
Nicole,2,0
Stephanie,2,0
Aaron,1,0
Sky,8,0
Juli,1,0
Amy,6,1
Megan,1,1
Kirsten,2,1
Erica,8,0
Denise,12,0
Bob,4,0
L.,7,0
Rich,0,0
Ludmela,0,0
Aman,4,1
John,9,0
Jaxon,12,1
Darlene,5,0
Fran,0,0
Rachael,1,0
Julio,3,0
Stephanie,10,2
Cary,0,0
Neil,1,0
Tina,1,1
Sarah,1,0
Crystal,1,1
Kristin,186,11
Daniel,26,0
Joe,4,1
Adrienne,19,0
Tyler,0,0
Bill,4,1
Lisa,15,0
Brooke,2,0
Will,99,6
Jellobee,2,0
Desiree,3,0
Taylor,7,0
Mohannad,3,0
Mahasti,4,0
Brittany,5,0
Miriam,0,1
Sarah,1,0
Raj,6,0
Jenna,63,5
Hisham,55,3
Natalia,0,0
Aurora,2,5
Arie,1,3
Ali,1,0
Kathy,7,0
Don,7,6
Jennifer,0,0
C,24,2
Trung,6,0
Joey,5,4
Jill,29,2
Amanda,11,1
Reggie,6,0
Joshua,12,10
Brandon,4,1
P,30,0
Davey,12,2
Michael,7,0
P,2,0
Andrew,1,0
Art,31,1
Veronica,5,0
Amy,13,2
Bridgette,15,2
Crystal,17,3
Kelly,3,0
Becky,1,0
Sarah C,1,0
Ana,63,6
Warren,15,0
Tamra,496,41
David,0,5
David,12,0
Adrian,1,0
Mari,2,0
Zena,2,0
Beth,2,1
Greater,5,1
Danielle,17,1
Guy,360,27
J,1,0
Leslie,1,0
David,1,0
Jazmine,1,0
Geo,0,1
Geo,4,3
Shay,0,1
Food,13,0
Fiona,19,5
Mitch,0,0
Roger,0,0
Jordon,13,1
Kurleigh,33,1
Mark,1,0
Bob,75,6
Teri,17,2
Chet,0,0
Hector,12,4
Bob,26,1
Pam,348,43
Emily,1,1
Robert,1682,73
Valerie,7,9
John,23,2
John,45,8
Sean,681,47
Tina,1,0
William,3,0
Grace,128,17
Ryan,12,8
Tarasa,16,0
Cassie,22,2
Keith,22,2
Fran,2,1
Julia,170,24
Richard,16,0
Srebrenica,7,1
Mike,33,4
Gayle,9,0
Carlos,2,1
Ernie,0,0
Chip,11,0
Inglill,2,0
Melissa,5,1
Jason,3,0
Rachel,0,0
Jason,1,0
Daniel,6,0
M,2,0
Marc,2,0
Pamela,0,0
Cait,0,0
Sonia,4,0
John,11,0
Elin,0,0
Chelsie,4,0
Kristine,4,0
Michele,1,0
Mindy,1,0
Christy,0,2
Dea,0,0
Colleen,40,0
Curt,3,0
Chuck,3,0
Michelle,0,1
Julie,0,0
Yasser,3,0
Craig,0,0
Ks,0,0
John,3,0
Cheryl,7,1
Christina,1,0
Monte,2,0
Garrett,0,0
Gretchen Vea,1,2
Heather,0,1
Tasha,5,0
Marc,0,1
Neal,1,0
Joe,1,0
Joe,1,0
Jason David,3,1
Chris,0,0
Bryan,1,0
Michael,3,0
James,1,0
Brian,1,0
Kelly,9,0
Bradly,16,10
Becky,9,0
Pam,0,0
S.,0,0
Mark,21,2
Deborah,30,10
Julianne,24,2
J.,2,0
DJ,0,0
Nikki,0,0
Elliott E,1,0
Alexia,0,0
Emily,77,7
Dan,3,0
Bruce,32,4
Terry,11,2
g,1,0
Jamie,16,0
Brenda,1,0
Tres,3909,80
Rachel,4,1
April,1,1
Sarah,125,20
jennifer,3,0
Lindsey,2,2
Dub,31,4
Keith,23,3
Liz'e,4,1
Sarah,4,0
Nezzie,6,2
Jordan,2,0
Kirby,3,2
Jim,34,2
Alyssa,55,5
Stephanie,6,2
Monique,3,0
Penny,7,0
Christina,1,0
Kelsey,2,0
Way,37,6
Carmin Anna,29,11
Jennifer,4,0
Elly,0,0
Darlene,5,1
Swarm,1,1
Bre,2,0
TM,3,0
Rachelle,1,0
Patty,0,0
Anne,3,0
Maggie,2,1
Jay,4,0
David,2,0
JEAN,6,0
Scott,1,0
Tal,5,0
Luise,9,1
Raz,3,0
Casey,4,0
Sharon,3,0
Samantha,1,1
Phil,12,1
Shawn,3,0
Dave,1,0
Chelsea,5,2
Brittany,15,0
Jay,3,0
Vincent,15,2
Adrenalyn,0,0
George,1,0
Sofia,0,0
Larry,1,0
Mario,2,0
Jenn,0,0
Elwood,1,2
Jeff,0,0
Gina,0,0
Robert,14,1
Winston,2,0
James,0,0
Marri,4,1
Jamie,2,0
Lauren,1,0
Sam,0,0
Dan,4,0
Feona,0,0
Andrew,10,2
Teresa,14,0
Julia,3,2
Henry,8,0
Ling,1,0
Genevieve,16,2
Anonymous,5,0
Almaria,11,11
Sam,4,0
Tony,1,0
Samantha,7,0
Shirley,4,2
Derek,25,0
Vk,1,0
Oliver,6,2
Paul,0,0
Karen,2,0
Shelly,7,1
Ivy,2,0
Jonathan,16,0
Gerald,0,0
Stephen,5,0
Gabriel,1,0
Versell,2,0
Misha,9,1
Pete,1,0
Kasey,7,2
warren,3,0
Allie,2,0
Quessie,14,1
T,0,0
Aaliyah,0,0
Kee,0,0
Kimberly,12,2
Steve and Kasi,1,0
Robert,0,0
Tiesha,92,26
H,10,0
Emily,9,2
Laura,121,2
Gabrielle,1,0
Scott,2,0
M,0,0
Jennifer,14,72
Monica,2,0
Michael,1,0
Kimber,6,3
Olivier,1,0
Melissa,5,1
Serena,1,0
David,0,0
Kiela,20,3
Cassandra,0,0
Susan,0,0
Shi,0,0
Amanda,2,0
Joanie,0,0
Renee,5,2
Malinda,0,1
Paulina,3,0
Maria,12,4
Katie,4,1
Ruben,3,2
Gabriela,0,1
Karie,10,0
Lauren,3,0
Mikey,1,0
E.,0,0
Su,27,2
Dennis,7,0
Drew,2,0
D,0,0
Colin,4,0
Robert,22,4
Jason,0,0
Lisa Marie,1068,170
Phil,3,0
Marie,1,0
Shaelynn,4,0
Greg,6,0
Faye,1,2
David,3,0
Jessikah,3,0
Walter,8,0
Tommy,3,2
Chawwn,7,0
Sharon,3,0
Alek,32,8
Joseph,2,0
Jessica,3,0
Robin Livingston,3,0
Mike,2,0
Kari,1,0
Kelly,14,4
Patricia,5,0
Joan,1,0
brittany,2,0
Michael,4,0
Tony,0,1
Adrian,0,0
Celeste,3,1
Joseph,0,0
Wesley,5,0
Dallas,4,2
Krystal,2,0
Johnny,1,0
Armando,0,0
Boris,2,0
James,35,2
Quentin,8,0
Brittany,1,0
Jacob,2,0
Adelina,11,2
Albinka,10,1
Kacey,0,0
Michelle,231,2
Jass,1,0
Kris,1,0
Katherine,0,0
Olga,144,15
Mike,6,0
Heidi,7,1
LaTanya,11,1
Mark,85,4
Lance,0,0
Ziqi,0,0
Jeff,1,0
D,1,0
sean,5,0
Yaya,4,0
Roller,4,0
Cheri,1,0
Catie,1,1
Derek,9,0
Sam,23,0
Sofia,20,3
Jamie,4,2
Kailee,1,0
Emilio,0,1
Ian,9,2
Ben,6,0
David,0,0
Jake,1,0
Saraha,11,3
Carla,2,0
Anne,13,0
Liz,0,0
Noah,3,0
Val,4,0
Kelsi,2,1
Jessica,15,4
Bridget,1,0
Kevin,1,1
Steve,0,0
Carrie,0,0
Bashar,16,0
Alex,12,2
Jeremy,1,0
Michael,0,0
M,1,1
Clive,4,0
J,1,0
Donnie Mac,137,6
Kerrie,1,1
Sheryl,1,0
Monica,4,2
Wes,2,0
Jessica,0,0
Amelia Mae,0,1
Willie,117,11
Steve,6,0
Taylor,2,0
Dale,12,1
Heather,3,0
Lisa,1,0
Jim,2,0
Colleen,0,6
Linda,0,1
Bernie,8,1
B,10,0
Rebecca,7,1
Blake,0,0
Raul,2,2
Jeff,1,0
Downtown,2,0
Theresa,1,0
Jacquee,642,78
Elyse,0,0
Cyndie,3,0
Beth,3,0
Kristen,0,0
Heather,3,0
Tony,8,0
Lynda,22,2
Jenny,1,0
Vaness,7,0
Justin,132,0
John,9,0
Seth,2,1
A,0,0
Alex,0,1
Michelle,0,0
Dan,9,0
Sarah,17,2
François,7,0
Mackey,2,0
Bor,3,0
Aiden,3,1
Annie,0,0
C,8,0
Jordan,3,0
Emily Bria,8,1
Luis,8,0
M,16,1
Adam,92,0
Jose,3,0
Jeff,3,0
David,16,1
Keiko,86,1
Robert,1,0
Elaine,1,0
Patty,0,0
Brandon,5,0
Don,0,0
Luis,0,0
Lisa,26,1
Michelle,0,0
Megan,111,13
Jen,1,0
Anna,4,1
Ciara,2,0
Karissa,2,0
Steve,4,0
Carissa,8,0
James,4,0
Andrew,610,54
Ponyboy,4,0
Olivia,3,0
Jay,0,0
Jennifer,3,0
Janet,4,0
Lee,8,2
Curtis,1,1
Maddy,3,0
John,2,0
Ricky,1,0
Adam,1,0
Jerome,536,41
Jasmine,1,1
Paulamertha,255,34
Tora,0,0
Kelly,0,0
Kim,11,0
Alexandra,2,1
Kaitlyn,3,0
Rachel,2,0
Sarah,4,0
Bestat,2,1
Kara,6,0
Keesha,3,4
KoriandJes,2,0
Nicole,0,0
Drew,3,1
Lauren,1,4
Mini,4,0
Alyssa,5,0
Jennifer,2,0
Stephanie,1,0
Aya,0,0
Stephanie,13,0
Randi,3,0
Aneasha,8,2
Jennifer,7,3
Vivian,0,1
Krista,17,1
Stephanie,1,0
Michael,2,1
Vivek,3,0
Hyla,2,1
Larry,1,0
Brandon,1,0
Max,3,1
Tom,8,0
Rebecca,4,0
Reyna,0,0
Mindy,37,9
Preston,3,0
Kristin,5,0
Scott,0,0
ABBY,1,2
Brad,30,1
Marta,1,0
Gareth,19,3
Lynn,2,0
James,0,0
Stacy,2,0
Scott,25,0
Erin,2,0
Laura,2,0
Todd,0,0
Ashley,1,0
Lisa,110,21
Carole,0,0
Sasha,23,23
Pema,20,1
Andrew,1,0
Stephanie,1,0
Lindsay,5,1
Drew,3,0
Lisa,3,0
G,1,0
The,8,1
Angie,10,0
Bryan,2,0
Lacey,6,0
Ann,4,1
Anonymous,6,0
Lawrence,5,1
Melanie,5,1
Tamirose,30,1
Michelle,3,0
Mark,0,1
Lisa,0,0
Sharla,0,1
Kelli,3,0
jon,4,0
Herbert,1,1
Scott,1,1
Brian,2,0
Alex,15,0
Natali,2,0
Trinity,3,0
Brooke,5,0
Ashley,9,0
Jon,0,0
Wendy,0,1
Elaine,0,0
Billie,12,4
Chris,5,0
Mel,31,7
Jason,48,1
Jessicca,1,0
Dalton,1,1
MatthewandMandee,0,1
Randy,15,0
Jessica,7,0
Holly,2,1
Danny,1,1
Melanie,8,7
Doe,4,0
Lisa,1,1
Lena,0,0
Vanessa,5,0
Shannon,4,0
Guy,40,9
Davey,0,1
Ram,3,1
Marshall,6,2
Richard,9,0
Ryan,6,0
Alex,0,1
Johnny,2,2
Sophia,6,2
Ingrid,0,0
Matthew,2,0
Sanna,2,1
Alexander,0,2
Andrew,1,0
Avery,4,0
Tayvia,0,0
Kris,2,0
Johnny,0,0
Sarah,0,1
Jason,2,0
Jake,0,0
Mark,0,0
Ralph,2,0
Kathy,0,0
Chase,0,0
Lee,3,1
L,2,0
Dan,13,0
Austin,11,1
Doryna,19,0
Nancy,6,0
Jill,0,0
Tim,3,0
Rob,2,0
Laura,1,0
Matthew,24,2
Mary,20,1
Terry,8,1
K,20,0
Melissa,1,0
Beth,3,0
Al MonRok,2,0
Iris,0,0
Sean,0,0
Diana,64,2
Gita,2,0
Emily,1,0
Kelbie,4,0
anon,6,0
Rita,5,1
Ayesha,0,0
LoLo,42,2
Rachel,13,1
Food Connoisseur,6,0
Tiffani,21,4
Troy,8,0
Ashish,1,0
Adam,0,1
P,2,0
CORA,27,1
Phoenicia,7,0
Tanja,1,0
Nazia,7,0
Bob,1,0
Eddie,0,0
Andre,1,1
Monika,7,1
Alyse,6,1
Kris,2,0
Joanna,3,0
Natasha,0,0
Sara,2,0
Courtney Lee,6,0
Rach,13,2
Will,0,0
Allen,0,0
Macey,0,0
Jeff,2,0
Jenny,17,2
Michelle,1,0
Kelli,6,0
Sophia,2,0
Felix,22,1
Juliann,8,4
Bernon,11,1
Millie,1,0
Quinn,11,0
Jessica,1,0
Jon,61,15
Emily,1,0
Valerie,5,1
Catalina,13,5
Joseph,15,0
Joann,0,0
Jenna,4,1
Alyson,4,0
Fatima,7,0
Wai,1,0
Ryan,0,0
Ed,3,1
Frances,64,15
Brianna,0,0
Jennifer,2,0
Jessica,7,0
Stephanie,1,0
Erica,3,0
Branden,15,11
Joe,9,0
Allison,3,1
Nicole,0,0
Kelsey,45,14
A,5,0
James,1,3
Daniel,3,1
R,1,0
MC,0,0
Miguel,0,0
Jeff,16,1
Eric,6,3
Deanna,1,0
Christine,9,1
Mary,0,0
Tango,6,0
Lanette,0,1
Chase,27,4
Stacey,3,1
Kyle,1,0
Daniel,0,0
James,0,0
Ashleigh,12,6
Arizona,4,0
Joel,3,0
Carlos,2,0
Amanda,18,0
MC,8,0
Amanda,5,3
M.,2,0
Steph,44,3
Stef,58,4
Steve,29,2
Lauren,7,0
jessica,3,0
Meeko,10,2
Marissa,0,0
Kim,2,2
Matthew,43,0
Curtis,20,1
Emy,589,58
Taylor,0,0
Nick,4,0
John,0,0
Maha,1414,67
Khairi,2,0
Laura,0,0
Bettie,2,0
Sandra,2,0
Sarah,4,0
Cameron,2,0
Robin,1,0
Mitchell,54,9
Maria P,6,0
Cassandra,8,1
